date,n_eligible,n_included,included_symbols
2025-01-31,79,49,"BTCUSDT,ETHUSDT,XRPUSDT,SOLUSDT,DOGEUSDT,SUIUSDT,PEPEUSDT,ADAUSDT,ENAUSDT,TRXUSDT,LINKUSDT,HBARUSDT,WIFUSDT,WLDUSDT,XLMUSDT,LTCUSDT,AVAXUSDT,AAVEUSDT,RUNEUSDT,SHIBUSDT,FTMUSDT,FETUSDT,UNIUSDT,NEARUSDT,ARBUSDT,BONKUSDT,DOTUSDT,CRVUSDT,FILUSDT,ALGOUSDT,SEIUSDT,OPUSDT,TIAUSDT,SANDUSDT,LDOUSDT,VETUSDT,INJUSDT,ETCUSDT,ICPUSDT,IOTAUSDT,BCHUSDT,JUPUSDT,ENSUSDT,ATOMUSDT,ORDIUSDT,DYDXUSDT,STXUSDT,APEUSDT,EOSUSDT"
2025-02-28,79,48,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,SUIUSDT,PEPEUSDT,LTCUSDT,TRXUSDT,ADAUSDT,ENAUSDT,LINKUSDT,WIFUSDT,RUNEUSDT,HBARUSDT,AVAXUSDT,AAVEUSDT,WLDUSDT,NEARUSDT,JUPUSDT,LDOUSDT,SHIBUSDT,UNIUSDT,DOTUSDT,ARBUSDT,XLMUSDT,FETUSDT,CRVUSDT,OPUSDT,BONKUSDT,TIAUSDT,SEIUSDT,FILUSDT,ALGOUSDT,INJUSDT,ORDIUSDT,ATOMUSDT,ETCUSDT,VETUSDT,SANDUSDT,ICPUSDT,BCHUSDT,ENSUSDT,DYDXUSDT,APEUSDT,EOSUSDT,STXUSDT,IOTAUSDT"
2025-03-31,78,50,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,PEPEUSDT,SUIUSDT,ADAUSDT,TRXUSDT,ENAUSDT,LTCUSDT,LINKUSDT,AVAXUSDT,WIFUSDT,HBARUSDT,NEARUSDT,AAVEUSDT,RUNEUSDT,WLDUSDT,TONUSDT,DOTUSDT,CRVUSDT,SHIBUSDT,SEIUSDT,BONKUSDT,UNIUSDT,XLMUSDT,ARBUSDT,FETUSDT,BCHUSDT,TIAUSDT,ORDIUSDT,MKRUSDT,FILUSDT,JUPUSDT,EOSUSDT,OPUSDT,INJUSDT,LDOUSDT,ATOMUSDT,VETUSDT,ETCUSDT,ALGOUSDT,DYDXUSDT,ICPUSDT,APEUSDT,JTOUSDT,SANDUSDT,STRKUSDT,ENSUSDT"
2025-04-30,79,50,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,SUIUSDT,PEPEUSDT,DOGEUSDT,TRXUSDT,ADAUSDT,AVAXUSDT,LINKUSDT,ENAUSDT,CRVUSDT,LTCUSDT,WIFUSDT,EOSUSDT,HBARUSDT,NEARUSDT,AAVEUSDT,TONUSDT,FETUSDT,WLDUSDT,BONKUSDT,SHIBUSDT,DOTUSDT,SEIUSDT,ARBUSDT,BCHUSDT,UNIUSDT,FILUSDT,XLMUSDT,TIAUSDT,RUNEUSDT,OPUSDT,JUPUSDT,VETUSDT,ALGOUSDT,ATOMUSDT,LDOUSDT,MKRUSDT,INJUSDT,ORDIUSDT,ICPUSDT,ETCUSDT,SANDUSDT,ENSUSDT,DYDXUSDT,STRKUSDT,JTOUSDT,APEUSDT"
2025-05-31,79,48,"ETHUSDT,BTCUSDT,SOLUSDT,PEPEUSDT,XRPUSDT,SUIUSDT,DOGEUSDT,TRXUSDT,ADAUSDT,ENAUSDT,WIFUSDT,LINKUSDT,LTCUSDT,AVAXUSDT,WLDUSDT,UNIUSDT,AAVEUSDT,BONKUSDT,NEARUSDT,ARBUSDT,FETUSDT,HBARUSDT,CRVUSDT,SHIBUSDT,OPUSDT,RUNEUSDT,DOTUSDT,TIAUSDT,EOSUSDT,ORDIUSDT,TONUSDT,FILUSDT,SEIUSDT,BCHUSDT,XLMUSDT,INJUSDT,LDOUSDT,ETCUSDT,JUPUSDT,ENSUSDT,ATOMUSDT,DYDXUSDT,ICPUSDT,SANDUSDT,VETUSDT,MKRUSDT,ALGOUSDT,STXUSDT"
2025-06-30,75,48,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,PEPEUSDT,SUIUSDT,DOGEUSDT,TRXUSDT,UNIUSDT,ADAUSDT,WIFUSDT,ENAUSDT,AAVEUSDT,AVAXUSDT,LINKUSDT,WLDUSDT,LTCUSDT,ARBUSDT,BCHUSDT,NEARUSDT,FETUSDT,CRVUSDT,SEIUSDT,OPUSDT,HBARUSDT,DOTUSDT,BONKUSDT,TONUSDT,SHIBUSDT,TIAUSDT,INJUSDT,RUNEUSDT,LDOUSDT,XLMUSDT,MKRUSDT,FILUSDT,ICPUSDT,MASKUSDT,JUPUSDT,ORDIUSDT,DYDXUSDT,ETCUSDT,ENSUSDT,ATOMUSDT,ALGOUSDT,VETUSDT,STXUSDT,SANDUSDT"
2025-07-31,78,50,"ETHUSDT,BTCUSDT,XRPUSDT,SOLUSDT,DOGEUSDT,SUIUSDT,PEPEUSDT,BONKUSDT,TRXUSDT,ADAUSDT,ENAUSDT,UNIUSDT,HBARUSDT,WIFUSDT,LINKUSDT,AVAXUSDT,XLMUSDT,LTCUSDT,CRVUSDT,AAVEUSDT,SEIUSDT,WLDUSDT,ARBUSDT,NEARUSDT,DOTUSDT,BCHUSDT,SHIBUSDT,OPUSDT,FETUSDT,TONUSDT,TIAUSDT,LDOUSDT,INJUSDT,FILUSDT,RUNEUSDT,ENSUSDT,ALGOUSDT,ORDIUSDT,ETCUSDT,ICPUSDT,VETUSDT,JUPUSDT,MKRUSDT,ATOMUSDT,COMPUSDT,SANDUSDT,JTOUSDT,DYDXUSDT,STXUSDT,MASKUSDT"
2025-08-31,78,50,"ETHUSDT,BTCUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,LINKUSDT,SUIUSDT,TRXUSDT,ENAUSDT,ADAUSDT,PEPEUSDT,LTCUSDT,ARBUSDT,AVAXUSDT,UNIUSDT,HBARUSDT,AAVEUSDT,BONKUSDT,SEIUSDT,XLMUSDT,WLDUSDT,WIFUSDT,CRVUSDT,LDOUSDT,TONUSDT,DOTUSDT,NEARUSDT,OPUSDT,BCHUSDT,SHIBUSDT,ETCUSDT,TIAUSDT,FILUSDT,INJUSDT,FETUSDT,ALGOUSDT,ICPUSDT,ENSUSDT,VETUSDT,RUNEUSDT,JUPUSDT,ORDIUSDT,ATOMUSDT,MKRUSDT,STRKUSDT,DYDXUSDT,SUSHIUSDT,SANDUSDT,JTOUSDT,COMPUSDT"
2025-09-30,77,49,"ETHUSDT,BTCUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,AVAXUSDT,SUIUSDT,TRXUSDT,ENAUSDT,ADAUSDT,LINKUSDT,PEPEUSDT,WLDUSDT,LTCUSDT,ARBUSDT,UNIUSDT,BONKUSDT,NEARUSDT,HBARUSDT,AAVEUSDT,DOTUSDT,SEIUSDT,WIFUSDT,BCHUSDT,XLMUSDT,LDOUSDT,SHIBUSDT,CRVUSDT,OPUSDT,FILUSDT,TONUSDT,TIAUSDT,ETCUSDT,FETUSDT,ICPUSDT,INJUSDT,JUPUSDT,MKRUSDT,ALGOUSDT,ORDIUSDT,VETUSDT,ATOMUSDT,RUNEUSDT,DYDXUSDT,ENSUSDT,STRKUSDT,SANDUSDT,JTOUSDT,SUSHIUSDT"
2025-10-31,75,48,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,SUIUSDT,ADAUSDT,TRXUSDT,ENAUSDT,LINKUSDT,PEPEUSDT,AVAXUSDT,LTCUSDT,WLDUSDT,NEARUSDT,HBARUSDT,AAVEUSDT,BONKUSDT,ARBUSDT,DOTUSDT,WIFUSDT,BCHUSDT,UNIUSDT,SEIUSDT,XLMUSDT,FETUSDT,CRVUSDT,LDOUSDT,FILUSDT,TONUSDT,OPUSDT,SHIBUSDT,TIAUSDT,ICPUSDT,INJUSDT,ETCUSDT,ATOMUSDT,STRKUSDT,ALGOUSDT,RUNEUSDT,ORDIUSDT,PYTHUSDT,VETUSDT,ENSUSDT,DYDXUSDT,JUPUSDT,SANDUSDT,JTOUSDT"
2025-11-30,72,49,"BTCUSDT,ETHUSDT,ZECUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,SUIUSDT,TRXUSDT,ICPUSDT,LINKUSDT,LTCUSDT,ADAUSDT,DASHUSDT,STRKUSDT,UNIUSDT,NEARUSDT,AVAXUSDT,ENAUSDT,PEPEUSDT,FILUSDT,HBARUSDT,BCHUSDT,AAVEUSDT,WLDUSDT,FETUSDT,DOTUSDT,ARBUSDT,SEIUSDT,WIFUSDT,BONKUSDT,XLMUSDT,TONUSDT,CRVUSDT,TIAUSDT,OPUSDT,SHIBUSDT,ETCUSDT,INJUSDT,LDOUSDT,ATOMUSDT,DYDXUSDT,ALGOUSDT,VETUSDT,ORDIUSDT,RUNEUSDT,SNXUSDT,JUPUSDT,ENSUSDT,PYTHUSDT"
2025-12-31,64,48,"BTCUSDT,ETHUSDT,SOLUSDT,ZECUSDT,XRPUSDT,DOGEUSDT,SUIUSDT,TRXUSDT,ADAUSDT,LINKUSDT,AVAXUSDT,PEPEUSDT,BCHUSDT,ENAUSDT,LTCUSDT,UNIUSDT,NEARUSDT,AAVEUSDT,WIFUSDT,HBARUSDT,DOTUSDT,WLDUSDT,FILUSDT,ICPUSDT,ARBUSDT,DASHUSDT,FETUSDT,TONUSDT,SEIUSDT,BONKUSDT,XLMUSDT,SHIBUSDT,STRKUSDT,CRVUSDT,TIAUSDT,OPUSDT,INJUSDT,LDOUSDT,ETCUSDT,ORDIUSDT,ALGOUSDT,BATUSDT,VETUSDT,ATOMUSDT,JUPUSDT,DYDXUSDT,SNXUSDT,RUNEUSDT"
2026-01-31,65,49,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,ZECUSDT,SUIUSDT,TRXUSDT,PEPEUSDT,ADAUSDT,BCHUSDT,AVAXUSDT,LINKUSDT,LTCUSDT,ENAUSDT,DASHUSDT,NEARUSDT,UNIUSDT,HBARUSDT,FILUSDT,BONKUSDT,AAVEUSDT,WLDUSDT,ICPUSDT,WIFUSDT,DOTUSDT,FETUSDT,CHZUSDT,ARBUSDT,XLMUSDT,TONUSDT,SHIBUSDT,SEIUSDT,OPUSDT,CRVUSDT,TIAUSDT,STRKUSDT,INJUSDT,ETCUSDT,LDOUSDT,ATOMUSDT,ALGOUSDT,ORDIUSDT,VETUSDT,JUPUSDT,RUNEUSDT,DYDXUSDT,BATUSDT,SNXUSDT"
2026-02-28,61,48,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,ZECUSDT,TRXUSDT,SUIUSDT,PEPEUSDT,ADAUSDT,AVAXUSDT,LINKUSDT,LTCUSDT,NEARUSDT,BCHUSDT,UNIUSDT,AAVEUSDT,HBARUSDT,ARBUSDT,ENAUSDT,FILUSDT,DASHUSDT,WLDUSDT,SHIBUSDT,WIFUSDT,XLMUSDT,ICPUSDT,DOTUSDT,BONKUSDT,OPUSDT,TONUSDT,SEIUSDT,AXSUSDT,FETUSDT,CRVUSDT,ETCUSDT,CHZUSDT,INJUSDT,STRKUSDT,ATOMUSDT,TIAUSDT,LDOUSDT,JUPUSDT,ALGOUSDT,VETUSDT,SNXUSDT,RUNEUSDT,ORDIUSDT"
2026-03-31,51,47,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,ZECUSDT,TRXUSDT,ADAUSDT,PEPEUSDT,SUIUSDT,LINKUSDT,NEARUSDT,AVAXUSDT,LTCUSDT,FETUSDT,WLDUSDT,ENAUSDT,BCHUSDT,AAVEUSDT,UNIUSDT,FILUSDT,DOTUSDT,HBARUSDT,XLMUSDT,ICPUSDT,WIFUSDT,TONUSDT,SHIBUSDT,ARBUSDT,DASHUSDT,BONKUSDT,CRVUSDT,SEIUSDT,OPUSDT,CHZUSDT,TIAUSDT,AXSUSDT,ETCUSDT,ATOMUSDT,INJUSDT,ALGOUSDT,LDOUSDT,JUPUSDT,STRKUSDT,VETUSDT,ORDIUSDT,RUNEUSDT"
2026-04-30,57,48,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,ZECUSDT,PEPEUSDT,TRXUSDT,ADAUSDT,SUIUSDT,LINKUSDT,AVAXUSDT,AAVEUSDT,LTCUSDT,NEARUSDT,ENAUSDT,TONUSDT,FETUSDT,WLDUSDT,UNIUSDT,DASHUSDT,XLMUSDT,HBARUSDT,DOTUSDT,ARBUSDT,BCHUSDT,SHIBUSDT,BONKUSDT,FILUSDT,CHZUSDT,ALGOUSDT,WIFUSDT,ORDIUSDT,SEIUSDT,CRVUSDT,ICPUSDT,LDOUSDT,OPUSDT,DYDXUSDT,ETCUSDT,TIAUSDT,INJUSDT,AXSUSDT,STRKUSDT,ATOMUSDT,JUPUSDT,RUNEUSDT,VETUSDT"
2026-05-31,61,49,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT,DOGEUSDT,ZECUSDT,TONUSDT,PEPEUSDT,TRXUSDT,SUIUSDT,ADAUSDT,LINKUSDT,AVAXUSDT,AAVEUSDT,NEARUSDT,LTCUSDT,ENAUSDT,UNIUSDT,DASHUSDT,ORDIUSDT,XLMUSDT,WLDUSDT,FETUSDT,CHZUSDT,HBARUSDT,SHIBUSDT,FILUSDT,DOTUSDT,ARBUSDT,BCHUSDT,BONKUSDT,SEIUSDT,INJUSDT,TIAUSDT,ICPUSDT,LDOUSDT,ALGOUSDT,RUNEUSDT,WIFUSDT,CRVUSDT,ETCUSDT,SANDUSDT,OPUSDT,STRKUSDT,DYDXUSDT,ATOMUSDT,AXSUSDT,ENJUSDT,JUPUSDT"
