,mean_diff,studentized,p_lower,p_consistent,p_upper
taildep_full::TD_q0.150_taildep_squared   _single,-7.20693429419036e-05,-1.4406396211350907,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_squared   _average,-8.44938642528986e-05,-1.8752456970694258,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_squared   _complete,-5.614756356185668e-05,-0.9520565926085398,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_squared   _ward,-0.00012385207073350324,-1.6643936528266812,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_log       _single,-7.20693429419036e-05,-1.4406396211350907,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_log       _average,-5.879413846273204e-05,-1.300823370733679,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_log       _complete,-5.614756356185668e-05,-0.9520565926085398,0.8144,0.5828,0.7716
taildep_full::TD_q0.150_taildep_log       _ward,-9.620216753216015e-05,-1.6145333301231832,0.8144,0.5828,0.7716
taildep::TailDep_q0.025_single,-2.4046669411548667e-05,-0.49940670235244256,0.8144,0.5828,0.7716
taildep::TailDep_q0.025_average,-1.1855069865506148e-05,-0.21023768991036668,0.8144,0.5828,0.7716
taildep::TailDep_q0.025_complete,-4.901615208832018e-05,-0.8106408348433696,0.8144,0.5828,0.7716
taildep::TailDep_q0.025_ward,-7.237031086566814e-05,-1.0473153258276455,0.8144,0.5828,0.7716
taildep::TailDep_q0.050_single,-9.415651929896619e-05,-1.6954246547125504,0.8144,0.5828,0.7716
taildep::TailDep_q0.050_average,-5.1416707797333524e-05,-0.9689670182803957,0.8144,0.5828,0.7716
taildep::TailDep_q0.050_complete,-5.887754924035089e-05,-0.9493246181023641,0.8144,0.5828,0.7716
taildep::TailDep_q0.050_ward,-0.00010850069146985876,-1.599936494836247,0.8144,0.5828,0.7716
taildep::TailDep_q0.100_single,-8.572486619506098e-05,-1.695081857974794,0.8144,0.5828,0.7716
taildep::TailDep_q0.100_average,-5.9454056796671794e-05,-1.2329505409574137,0.8144,0.5828,0.7716
taildep::TailDep_q0.100_complete,-9.822860423993623e-05,-1.6164363904514725,0.8144,0.5828,0.7716
taildep::TailDep_q0.100_ward,-0.00010223120464340124,-1.6992850533437713,0.8144,0.5828,0.7716
taildep::TailDep_q0.150_single,-7.20693429419036e-05,-1.4406396211350907,0.8144,0.5828,0.7716
taildep::TailDep_q0.150_average,-4.827271249572872e-05,-1.0489643113101557,0.8144,0.5828,0.7716
taildep::TailDep_q0.150_complete,-5.614756356185668e-05,-0.9520565926085398,0.8144,0.5828,0.7716
taildep::TailDep_q0.150_ward,-2.958126129293387e-05,-0.5450364763514655,0.8144,0.5828,0.7716
volstd::VolStd_w15_ldp     _single,1.760223950552197e-05,0.41186285865508393,0.8144,0.5828,0.7716
volstd::VolStd_w15_ldp     _average,9.96908196912254e-06,0.23736027927924688,0.8144,0.5828,0.7716
volstd::VolStd_w15_ldp     _ward,-6.712546846363292e-05,-1.3043175196632946,0.8144,0.5828,0.7716
volstd::VolStd_w15_absolute_single,1.760223950552197e-05,0.41186285865508393,0.8144,0.5828,0.7716
volstd::VolStd_w15_absolute_average,1.0249430165642738e-05,0.24251293421891817,0.8144,0.5828,0.7716
volstd::VolStd_w15_absolute_ward,-2.6446126474716917e-05,-0.4720117066816609,0.8144,0.5828,0.7716
volstd::VolStd_w15_angular _single,1.760223950552197e-05,0.41186285865508393,0.8144,0.5828,0.7716
volstd::VolStd_w15_angular _average,1.9232367830677197e-05,0.45860591807803874,0.8144,0.5828,0.7716
volstd::VolStd_w15_angular _ward,-8.369076617291264e-05,-1.5609444190631325,0.8144,0.5828,0.7716
volstd::VolStd_w15_squared _single,1.760223950552197e-05,0.41186285865508393,0.8144,0.5828,0.7716
volstd::VolStd_w15_squared _average,1.0249430165642738e-05,0.24251293421891817,0.8144,0.5828,0.7716
volstd::VolStd_w15_squared _ward,-2.6446126474716917e-05,-0.4720117066816609,0.8144,0.5828,0.7716
volstd::VolStd_w21_ldp     _single,-1.2602282789953103e-05,-0.2923520555779851,0.8144,0.5828,0.7716
volstd::VolStd_w21_ldp     _average,-1.9094005593543434e-05,-0.4440134740397719,0.8144,0.5828,0.7716
volstd::VolStd_w21_ldp     _ward,-4.2967914005423e-05,-0.8013745188565027,0.8144,0.5828,0.7716
volstd::VolStd_w21_absolute_single,-1.2602282789953103e-05,-0.2923520555779851,0.8144,0.5828,0.7716
volstd::VolStd_w21_absolute_average,-3.0728073230180533e-05,-0.6943933385185563,0.8144,0.5828,0.7716
volstd::VolStd_w21_absolute_ward,-8.198674696909226e-05,-1.4576386333364362,0.8144,0.5828,0.7716
volstd::VolStd_w21_angular _single,-1.2602282789953103e-05,-0.2923520555779851,0.8144,0.5828,0.7716
volstd::VolStd_w21_angular _average,-2.888777528467417e-05,-0.6544752543737008,0.8144,0.5828,0.7716
volstd::VolStd_w21_angular _ward,-3.5576851879291005e-05,-0.6111006288950597,0.8144,0.5828,0.7716
volstd::VolStd_w21_squared _single,-1.2602282789953103e-05,-0.2923520555779851,0.8144,0.5828,0.7716
volstd::VolStd_w21_squared _average,-3.0728073230180533e-05,-0.6943933385185563,0.8144,0.5828,0.7716
volstd::VolStd_w21_squared _ward,-8.163923406066936e-05,-1.4539145551222687,0.8144,0.5828,0.7716
volstd::VolStd_w30_ldp     _single,-2.4897204191813444e-05,-0.5969973778166344,0.8144,0.5828,0.7716
volstd::VolStd_w30_ldp     _average,8.409312732440979e-06,0.20954295418563904,0.8144,0.5828,0.7716
volstd::VolStd_w30_ldp     _ward,-3.7991830632917336e-05,-0.6694989071412564,0.8144,0.5828,0.7716
volstd::VolStd_w30_absolute_single,-2.4897204191813444e-05,-0.5969973778166344,0.8144,0.5828,0.7716
volstd::VolStd_w30_absolute_average,-8.131540630993912e-06,-0.19985875302358788,0.8144,0.5828,0.7716
volstd::VolStd_w30_absolute_ward,-5.7348126193576e-05,-1.0542808752838846,0.8144,0.5828,0.7716
volstd::VolStd_w30_angular _single,-2.4897204191813444e-05,-0.5969973778166344,0.8144,0.5828,0.7716
volstd::VolStd_w30_angular _average,1.3559493921595622e-05,0.333331620102647,0.8144,0.5828,0.7716
volstd::VolStd_w30_angular _ward,-9.034305840837215e-05,-1.6362907376633733,0.8144,0.5828,0.7716
volstd::VolStd_w30_squared _single,-2.4897204191813444e-05,-0.5969973778166344,0.8144,0.5828,0.7716
volstd::VolStd_w30_squared _average,-8.131540630993912e-06,-0.19985875302358788,0.8144,0.5828,0.7716
volstd::VolStd_w30_squared _ward,-5.895330718830916e-05,-1.0871455836988724,0.8144,0.5828,0.7716
volstd::VolStd_w60_ldp     _single,-9.432882704507346e-06,-0.17288337551761832,0.8144,0.5828,0.7716
volstd::VolStd_w60_ldp     _average,-5.897390161383733e-05,-1.0731869256270388,0.8144,0.5828,0.7716
volstd::VolStd_w60_ldp     _ward,-8.413054595111262e-05,-1.4279756523369371,0.8144,0.5828,0.7716
volstd::VolStd_w60_absolute_single,-9.432882704507346e-06,-0.17288337551761832,0.8144,0.5828,0.7716
volstd::VolStd_w60_absolute_average,-7.105878890044373e-05,-1.240931130711253,0.8144,0.5828,0.7716
volstd::VolStd_w60_absolute_ward,-8.317709186342651e-05,-1.5115680605049713,0.8144,0.5828,0.7716
volstd::VolStd_w60_angular _single,-9.432882704507346e-06,-0.17288337551761832,0.8144,0.5828,0.7716
volstd::VolStd_w60_angular _average,-8.360755969149751e-05,-1.4524489296858476,0.8144,0.5828,0.7716
volstd::VolStd_w60_angular _ward,-8.79747811583672e-05,-1.49169094578407,0.8144,0.5828,0.7716
volstd::VolStd_w60_squared _single,-9.432882704507346e-06,-0.17288337551761832,0.8144,0.5828,0.7716
volstd::VolStd_w60_squared _average,-7.105878890044373e-05,-1.240931130711253,0.8144,0.5828,0.7716
volstd::VolStd_w60_squared _ward,-8.317696617983028e-05,-1.511101193568577,0.8144,0.5828,0.7716
volstd::VolStd_w90_ldp     _single,5.283964126104213e-06,0.14770003338175416,0.8144,0.5828,0.7716
volstd::VolStd_w90_ldp     _average,1.190917069889247e-06,0.02910072547199773,0.8144,0.5828,0.7716
volstd::VolStd_w90_ldp     _ward,-7.785963041618872e-05,-1.0825928764409036,0.8144,0.5828,0.7716
volstd::VolStd_w90_absolute_single,5.283964126104213e-06,0.14770003338175416,0.8144,0.5828,0.7716
volstd::VolStd_w90_absolute_average,-2.3288995623090904e-05,-0.5660190723888645,0.8144,0.5828,0.7716
volstd::VolStd_w90_absolute_ward,-4.9219451653065714e-05,-0.8947854176739284,0.8144,0.5828,0.7716
volstd::VolStd_w90_angular _single,5.283964126104213e-06,0.14770003338175416,0.8144,0.5828,0.7716
volstd::VolStd_w90_angular _average,-1.1070731755900163e-05,-0.2696153013994363,0.8144,0.5828,0.7716
volstd::VolStd_w90_angular _ward,-9.079562980923587e-05,-1.1846549805631428,0.8144,0.5828,0.7716
volstd::VolStd_w90_squared _single,5.283964126104213e-06,0.14770003338175416,0.8144,0.5828,0.7716
volstd::VolStd_w90_squared _average,-2.3288995623090904e-05,-0.5660190723888645,0.8144,0.5828,0.7716
volstd::VolStd_w90_squared _ward,-4.8978957157171404e-05,-0.8891980323747949,0.8144,0.5828,0.7716
